actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
497,PT11M43.00S,2023-01-09T03:48:32.0Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612746,87,85,2023-01-09T03:48:32Z,4900000,False,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,,,496.0,,,,,,,,,,,,,,,
498,PT11M43.00S,2023-01-09T03:48:43.9Z,4,REGULAR,freethrow,2 of 2,[],1626181,,,1610612746,88,85,2023-01-09T03:48:43Z,4910000,False,,,0,,N. Powell Free Throw 2 of 2 (13 PTS),[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,Made,,,,,,,13.0,,,,,,,,,,,
499,PT11M27.00S,2023-01-09T03:49:01.1Z,4,REGULAR,3pt,Jump Shot,[],203992,68.51182654402103,26.960784313725497,1610612737,88,85,2023-01-09T03:51:24Z,4920000,False,-115.0,243.0,1,right,MISS B. Bogdanovic 26' pullup 3PT,[203992],1610612737.0,ATL,pullup,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Left Center,26.94,Missed,,,,,,,,,,,,,,,,,,
500,PT11M22.00S,2023-01-09T03:49:06.1Z,4,REGULAR,rebound,defensive,[],1627826,,,1610612746,88,85,2023-01-09T03:49:07Z,4930000,False,,,0,,I. Zubac REBOUND (Off:7 Def:8),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Above the Break 3,24+ Left Center,,,,,499.0,15.0,8.0,7.0,,,,,,,,,,,,
501,PT11M13.00S,2023-01-09T03:49:15.2Z,4,REGULAR,2pt,Jump Shot,[],1629611,20.54862023653088,32.35294117647058,1610612746,88,85,2023-01-09T03:49:21Z,4940000,False,88.0,141.0,1,left,MISS T. Mann 16' pullup Shot,[1629611],1610612746.0,LAC,pullup,,,Mann,T. Mann,,,,,Mid-Range,16-24 Right Center,16.61,Missed,,,,,,,,,,,,,,,,,,
502,PT11M10.00S,2023-01-09T03:49:18.2Z,4,REGULAR,rebound,defensive,[],1626163,,,1610612737,88,85,2023-01-09T03:49:21Z,4950000,False,,,0,,F. Kaminsky REBOUND (Off:2 Def:3),[1626163],1610612737.0,ATL,,,,Kaminsky,F. Kaminsky,,,,,Mid-Range,16-24 Right Center,,,,,501.0,5.0,3.0,2.0,,,,,,,,,,,,
503,PT11M01.00S,2023-01-09T03:49:27.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627749,92.55913272010513,45.34313725490197,1610612737,88,85,2023-01-09T03:49:31Z,4960000,False,-23.0,17.0,1,right,MISS D. Murray driving Layup - blocked,"[1627749, 201587]",1610612737.0,ATL,driving,,,Murray,D. Murray,,,,,Restricted Area,0-8 Center,2.91,Missed,Batum,201587.0,,,,,,,,,,,,,,,,
504,PT11M01.00S,2023-01-09T03:49:27.1Z,4,REGULAR,block,,[],201587,,,1610612737,88,85,2023-01-09T03:49:29Z,4970000,False,,,0,,N. Batum BLOCK (1 BLK),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
505,PT10M58.00S,2023-01-09T03:49:30.1Z,4,REGULAR,rebound,defensive,[],1627826,,,1610612746,88,85,2023-01-09T03:49:31Z,4980000,False,,,0,,I. Zubac REBOUND (Off:7 Def:9),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,,,503.0,16.0,9.0,7.0,,,,,,,,,,,,
506,PT10M55.00S,2023-01-09T03:49:32.7Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1626181,7.227332457293031,94.58486519607843,1610612746,88,85,2023-01-09T03:49:49Z,4990000,False,-223.0,15.0,1,left,MISS N. Powell running 3PT,[1626181],1610612746.0,LAC,running,,,Powell,N. Powell,,,,,Left Corner 3,24+ Left,22.34,Missed,,,,,,,,,,,,,,,,,,
507,PT10M53.00S,2023-01-09T03:49:34.7Z,4,REGULAR,rebound,offensive,[],1627826,,,1610612746,88,85,2023-01-09T03:49:49Z,5000000,False,,,0,,I. Zubac REBOUND (Off:8 Def:9),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Left Corner 3,24+ Left,,,,,506.0,17.0,9.0,8.0,,,,,,,,,,,,
508,PT10M49.00S,2023-01-09T03:49:38.1Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],202322,26.461892247043366,81.12745098039215,1610612746,91,85,2023-01-09T03:49:51Z,5010000,False,-156.0,196.0,1,left,J. Wall 25' 3PT  (5 PTS) (I. Zubac 3 AST),"[202322, 1627826]",1610612746.0,LAC,,,,Wall,J. Wall,,,,,Above the Break 3,24+ Left Center,25.04,Made,,,,,,,5.0,I. Zubac,1627826.0,3.0,,,,,,,,
510,PT10M39.00S,2023-01-09T03:49:52.5Z,4,REGULAR,foul,personal,[],201587,,,1610612737,91,85,2023-01-09T03:50:04Z,5030000,False,,,0,,N. Batum personal FOUL (3 PF),"[201587, 203992]",1610612746.0,LAC,,,,Batum,N. Batum,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,2882.0,3.0,0.0,Bogdanovic,203992.0
512,PT10M39.00S,2023-01-09T03:49:58.2Z,4,REGULAR,substitution,out,[],1626163,,,1610612737,91,85,2023-01-09T03:50:00Z,5050000,False,,,0,,SUB out: F. Kaminsky,[1626163],1610612737.0,ATL,,,,Kaminsky,F. Kaminsky,,,,,,,,,,,,,,,,,,,,,,,,,,
513,PT10M39.00S,2023-01-09T03:49:58.2Z,4,REGULAR,substitution,in,[],1630168,,,1610612737,91,85,2023-01-09T03:50:00Z,5060000,False,,,0,,SUB in: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
514,PT10M31.00S,2023-01-09T03:50:20.7Z,4,REGULAR,foul,personal,[],1629611,,,1610612737,91,85,2023-01-09T03:50:27Z,5070000,False,,,0,,T. Mann personal FOUL (1 PF),"[1629611, 203992]",1610612746.0,LAC,,,,Mann,T. Mann,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1627529.0,1.0,0.0,Bogdanovic,203992.0
516,PT10M15.00S,2023-01-09T03:50:55.3Z,4,REGULAR,3pt,Jump Shot,[],1630552,71.66557161629436,79.65686274509804,1610612737,91,85,2023-01-09T03:51:02Z,5090000,False,148.0,214.0,1,right,MISS J. Johnson 26' 3PT,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Right Center,26.02,Missed,,,,,,,,,,,,,,,,,,
517,PT10M15.00S,2023-01-09T03:50:55.3Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612746,91,85,2023-01-09T03:51:02Z,5100000,False,,,0,,TEAM defensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,516.0,,,,,,,,,,,,,,,
519,PT10M06.00S,2023-01-09T03:51:19.5Z,4,REGULAR,2pt,Jump Shot,[],202322,18.183311432325894,27.696078431372555,1610612746,91,85,2023-01-09T03:51:37Z,5120000,False,112.0,118.0,1,left,MISS J. Wall 16' pullup Shot,[202322],1610612746.0,LAC,pullup,,,Wall,J. Wall,,,,,Mid-Range,16-24 Right Center,16.26,Missed,,,,,,,,,,,,,,,,,,
520,PT10M04.00S,2023-01-09T03:51:21.5Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612737,91,85,2023-01-09T03:51:37Z,5130000,False,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Mid-Range,16-24 Right Center,,,,,519.0,,,,,,,,,,,,,,,
522,PT09M46.00S,2023-01-09T03:51:51.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631100,85.20039421813404,60.294117647058826,1610612737,91,87,2023-01-09T03:51:58Z,5150000,False,51.0,87.0,1,right,A. Griffin 10' turnaround Jump Shot (7 PTS) (B. Bogdanovic 5 AST),"[1631100, 203992]",1610612737.0,ATL,turnaround,,,Griffin,A. Griffin,,,,,In The Paint (Non-RA),8-16 Center,10.08,Made,,,,,,,7.0,B. Bogdanovic,203992.0,5.0,,,,,,,,
524,PT09M30.00S,2023-01-09T03:52:07.4Z,4,REGULAR,3pt,Jump Shot,[],201587,24.753613666228645,85.7843137254902,1610612746,91,87,2023-01-09T03:52:12Z,5170000,False,-179.0,180.0,1,left,MISS N. Batum 25' 3PT,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,Above the Break 3,24+ Left Center,25.39,Missed,,,,,,,,,,,,,,,,,,
525,PT09M27.00S,2023-01-09T03:52:10.4Z,4,REGULAR,rebound,defensive,[],1630168,,,1610612737,91,87,2023-01-09T03:52:12Z,5180000,False,,,0,,O. Okongwu REBOUND (Off:1 Def:5),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Left Center,,,,,524.0,6.0,5.0,1.0,,,,,,,,,,,,
526,PT09M15.00S,2023-01-09T03:52:22.3Z,4,REGULAR,turnover,bad pass,[],203992,,,1610612737,91,87,2023-01-09T03:52:27Z,5190000,False,,,0,,B. Bogdanovic bad pass TURNOVER (1 TO),"[203992, 1629611]",1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1.0,Mann,1629611.0,,,,,
527,PT09M15.00S,2023-01-09T03:52:22.3Z,4,REGULAR,steal,,[],1629611,,,1610612746,91,87,2023-01-09T03:52:24Z,5200000,False,,,0,,T. Mann STEAL (2 STL),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
528,PT09M13.00S,2023-01-09T03:52:27.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629611,9.510512483574246,51.22549019607843,1610612746,93,87,2023-01-09T03:52:33Z,5210000,False,-6.0,37.0,1,left,T. Mann running Layup (13 PTS),[1629611],1610612746.0,LAC,running,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,3.74,Made,,,,,,,13.0,,,,,,,,,,,
529,PT09M13.00S,2023-01-09T03:52:30.8Z,4,REGULAR,foul,personal,['1freethrow'],1630552,,,1610612746,93,87,2023-01-09T03:52:47Z,5220000,False,,,0,,J. Johnson shooting personal FOUL (1 PF) (Mann 1 FT),"[1630552, 1629611]",1610612737.0,ATL,shooting,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1627529.0,1.0,0.0,Mann,1629611.0
531,PT09M13.00S,2023-01-09T03:52:39.2Z,4,REGULAR,substitution,out,[],1627826,,,1610612746,93,87,2023-01-09T03:52:48Z,5240000,False,,,0,,SUB out: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,,
532,PT09M13.00S,2023-01-09T03:52:39.2Z,4,REGULAR,substitution,out,[],1630552,,,1610612746,93,87,2023-01-09T03:52:48Z,5250000,False,,,0,,SUB out: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
533,PT09M13.00S,2023-01-09T03:52:39.2Z,4,REGULAR,substitution,in,[],1629650,,,1610612746,93,87,2023-01-09T03:52:48Z,5260000,False,,,0,,SUB in: M. Brown,[1629650],1610612746.0,LAC,,,,Brown,M. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
534,PT09M13.00S,2023-01-09T03:52:39.2Z,4,REGULAR,substitution,in,[],1628381,,,1610612746,93,87,2023-01-09T03:52:48Z,5270000,False,,,0,,SUB in: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
535,PT09M13.00S,2023-01-09T03:53:02.5Z,4,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1629611,,,1610612746,94,87,2023-01-09T03:53:02Z,5280000,False,,,0,,T. Mann Free Throw 1 of 1 (14 PTS),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,Made,,,,,,,14.0,,,,,,,,,,,
536,PT08M58.00S,2023-01-09T03:53:18.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627749,88.2227332457293,43.13725490196079,1610612737,94,87,2023-01-09T03:58:47Z,5290000,False,-34.0,58.0,1,right,MISS D. Murray 6' driving floating Shot,[1627749],1610612737.0,ATL,driving floating,,,Murray,D. Murray,,,,,In The Paint (Non-RA),0-8 Center,6.76,Missed,,,,,,,,,,,,,,,,,,
537,PT08M55.00S,2023-01-09T03:53:21.1Z,4,REGULAR,rebound,defensive,[],1629650,,,1610612746,94,87,2023-01-09T03:53:23Z,5300000,False,,,0,,M. Brown REBOUND (Off:1 Def:7),[1629650],1610612746.0,LAC,,,,Brown,M. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,,,536.0,8.0,7.0,1.0,,,,,,,,,,,,
538,PT08M48.00S,2023-01-09T03:53:28.6Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1629650,6.8823915900131425,48.0392156862745,1610612746,96,87,2023-01-09T03:53:33Z,5310000,False,10.0,12.0,1,left,M. Brown cutting DUNK (6 PTS) (J. Wall 4 AST),"[1629650, 202322]",1610612746.0,LAC,cutting,,,Brown,M. Brown,,,,,Restricted Area,0-8 Center,1.56,Made,,,,,,,6.0,J. Wall,202322.0,4.0,,,,,,,,
540,PT08M48.00S,2023-01-09T03:53:36.0Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,96,87,2023-01-09T03:53:36Z,5330000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,PT08M48.00S,2023-01-09T03:56:09.8Z,4,REGULAR,substitution,out,[],1631100,,,1610612737,96,87,2023-01-09T03:56:22Z,5340000,False,,,0,,SUB out: A. Griffin,[1631100],1610612737.0,ATL,,,,Griffin,A. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,,
542,PT08M48.00S,2023-01-09T03:56:09.8Z,4,REGULAR,substitution,in,[],1629027,,,1610612737,96,87,2023-01-09T03:56:22Z,5350000,False,,,0,,SUB in: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
543,PT08M41.00S,2023-01-09T03:56:30.6Z,4,REGULAR,foul,personal,[],201587,,,1610612737,96,87,2023-01-09T03:56:54Z,5360000,False,,,0,,N. Batum personal FOUL (4 PF),"[201587, 1629027]",1610612746.0,LAC,,,,Batum,N. Batum,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,203591.0,4.0,0.0,Young,1629027.0
545,PT08M31.00S,2023-01-09T03:56:54.4Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1628381,93.2161629434954,47.30392156862745,1610612737,96,89,2023-01-09T03:56:58Z,5380000,False,-13.0,11.0,1,right,J. Collins alley-oop DUNK (13 PTS) (T. Young 6 AST),"[1628381, 1629027]",1610612737.0,ATL,alley-oop,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,1.76,Made,,,,,,,13.0,T. Young,1629027.0,6.0,,,,,,,,
547,PT08M15.00S,2023-01-09T03:57:10.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1626181,8.722076215505908,48.0392156862745,1610612746,96,89,2023-01-09T03:57:19Z,5400000,False,10.0,29.0,1,left,MISS N. Powell driving finger roll Layup - blocked,"[1626181, 1628381]",1610612746.0,LAC,driving finger roll,,,Powell,N. Powell,,,,,Restricted Area,0-8 Center,3.11,Missed,Collins,1628381.0,,,,,,,,,,,,,,,,
548,PT08M15.00S,2023-01-09T03:57:10.4Z,4,REGULAR,block,,[],1628381,,,1610612746,96,89,2023-01-09T03:57:12Z,5410000,False,,,0,,J. Collins BLOCK (2 BLK),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
549,PT08M13.00S,2023-01-09T03:57:12.4Z,4,REGULAR,rebound,defensive,[],1630168,,,1610612737,96,89,2023-01-09T03:57:19Z,5420000,False,,,0,,O. Okongwu REBOUND (Off:1 Def:6),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,,547.0,7.0,6.0,1.0,,,,,,,,,,,,
550,PT08M04.00S,2023-01-09T03:57:21.8Z,4,REGULAR,3pt,Jump Shot,[],203992,72.7168199737188,21.813725490196077,1610612737,96,89,2023-01-09T03:57:26Z,5430000,False,-141.0,204.0,1,right,MISS B. Bogdanovic 24' 3PT,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Left Center,24.79,Missed,,,,,,,,,,,,,,,,,,
551,PT08M02.00S,2023-01-09T03:57:23.8Z,4,REGULAR,rebound,defensive,[],1629650,,,1610612746,96,89,2023-01-09T03:57:26Z,5440000,False,,,0,,M. Brown REBOUND (Off:1 Def:8),[1629650],1610612746.0,LAC,,,,Brown,M. Brown,,,,,Above the Break 3,24+ Left Center,,,,,550.0,9.0,8.0,1.0,,,,,,,,,,,,
552,PT07M51.00S,2023-01-09T03:57:35.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629650,7.408015768725363,52.205882352941174,1610612746,98,89,2023-01-09T03:58:10Z,5450000,False,-11.0,17.0,1,left,M. Brown cutting Layup (8 PTS) (J. Wall 5 AST),"[1629650, 202322]",1610612746.0,LAC,cutting,,,Brown,M. Brown,,,,,Restricted Area,0-8 Center,2.03,Made,,,,,,,8.0,J. Wall,202322.0,5.0,,,,,,,,
554,PT07M30.00S,2023-01-09T03:57:56.1Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1630168,92.95335085413929,50.0,1610612737,98,91,2023-01-09T03:58:00Z,5470000,False,0.0,14.0,1,right,O. Okongwu cutting DUNK (4 PTS) (T. Young 7 AST),"[1630168, 1629027]",1610612737.0,ATL,cutting,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,1.37,Made,,,,,,,4.0,T. Young,1629027.0,7.0,,,,,,,,
556,PT07M30.00S,2023-01-09T03:58:02.7Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,98,91,2023-01-09T03:58:02Z,5490000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,PT07M30.00S,2023-01-09T04:00:51.7Z,4,REGULAR,substitution,out,[],201587,,,1610612746,98,91,2023-01-09T04:01:03Z,5500000,False,,,0,,SUB out: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,,
558,PT07M30.00S,2023-01-09T04:00:51.7Z,4,REGULAR,substitution,out,[],203992,,,1610612746,98,91,2023-01-09T04:01:03Z,5510000,False,,,0,,SUB out: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,,
559,PT07M30.00S,2023-01-09T04:00:51.7Z,4,REGULAR,substitution,in,[],202695,,,1610612746,98,91,2023-01-09T04:01:03Z,5520000,False,,,0,,SUB in: K. Leonard,[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,,,,,,,,,,,,,,,,,,,
560,PT07M30.00S,2023-01-09T04:00:51.7Z,4,REGULAR,substitution,in,[],1629631,,,1610612746,98,91,2023-01-09T04:01:03Z,5530000,False,,,0,,SUB in: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
561,PT07M19.00S,2023-01-09T04:01:21.2Z,4,REGULAR,foul,personal,['2freethrow'],1629027,,,1610612746,98,91,2023-01-09T04:01:28Z,5540000,False,,,0,,T. Young shooting personal FOUL (3 PF) (Powell 2 FT),"[1629027, 1626181]",1610612737.0,ATL,shooting,,,Young,T. Young,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,203591.0,3.0,0.0,Powell,1626181.0
563,PT07M19.00S,2023-01-09T04:01:51.6Z,4,REGULAR,freethrow,1 of 2,[],1626181,,,1610612746,98,91,2023-01-09T04:01:51Z,5560000,False,,,0,,MISS N. Powell Free Throw 1 of 2,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
564,PT07M19.00S,2023-01-09T04:01:51.6Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612746,98,91,2023-01-09T04:01:51Z,5570000,False,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,,,563.0,,,,,,,,,,,,,,,
565,PT07M19.00S,2023-01-09T04:02:05.4Z,4,REGULAR,freethrow,2 of 2,[],1626181,,,1610612746,99,91,2023-01-09T04:02:05Z,5580000,False,,,0,,N. Powell Free Throw 2 of 2 (14 PTS),[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,Made,,,,,,,14.0,,,,,,,,,,,
566,PT07M05.00S,2023-01-09T04:02:20.7Z,4,REGULAR,3pt,Jump Shot,[],1629631,93.2161629434954,5.14705882352942,1610612737,99,91,2023-01-09T04:02:25Z,5590000,False,-224.0,11.0,1,right,MISS D. Hunter 3PT,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Left Corner 3,24+ Left,22.46,Missed,,,,,,,,,,,,,,,,,,
567,PT07M01.00S,2023-01-09T04:02:24.7Z,4,REGULAR,rebound,defensive,[],202695,,,1610612746,99,91,2023-01-09T04:02:25Z,5600000,False,,,0,,K. Leonard REBOUND (Off:2 Def:5),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Left Corner 3,24+ Left,,,,,566.0,7.0,5.0,2.0,,,,,,,,,,,,
568,PT06M45.00S,2023-01-09T04:02:39.9Z,4,REGULAR,3pt,Jump Shot,[],202695,10.298948751642584,95.83333333333333,1610612746,102,91,2023-01-09T04:02:44Z,5610000,False,-229.0,44.0,1,left,K. Leonard 3PT  (25 PTS) (N. Powell 4 AST),"[202695, 1626181]",1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Left Corner 3,24+ Left,23.34,Made,,,,,,,25.0,N. Powell,1626181.0,4.0,,,,,,,,
570,PT06M31.00S,2023-01-09T04:02:54.6Z,4,REGULAR,3pt,Jump Shot,[],1627749,72.19119579500656,24.75490196078431,1610612737,102,91,2023-01-09T04:02:59Z,5630000,False,-126.0,209.0,1,right,MISS D. Murray 24' 3PT,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Left Center,24.41,Missed,,,,,,,,,,,,,,,,,,
571,PT06M28.00S,2023-01-09T04:02:57.6Z,4,REGULAR,rebound,offensive,[],1630168,,,1610612737,102,91,2023-01-09T04:02:59Z,5640000,False,,,0,,O. Okongwu REBOUND (Off:2 Def:6),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Left Center,,,,,570.0,8.0,6.0,2.0,,,,,,,,,,,,
572,PT06M27.00S,2023-01-09T04:02:59.3Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1629027,64.43823915900131,54.411764705882355,1610612737,102,94,2023-01-09T04:03:04Z,5650000,False,22.0,282.0,1,right,T. Young 28' 3PT  (19 PTS) (O. Okongwu 2 AST),"[1629027, 1630168]",1610612737.0,ATL,,,,Young,T. Young,,,,,Above the Break 3,24+ Center,28.27,Made,,,,,,,19.0,O. Okongwu,1630168.0,2.0,,,,,,,,
574,PT06M02.00S,2023-01-09T04:03:24.0Z,4,REGULAR,2pt,Jump Shot,[],202695,11.48160315374507,26.470588235294116,1610612746,102,94,2023-01-09T04:03:41Z,5670000,False,118.0,55.0,1,left,MISS K. Leonard 13' pullup Shot,[202695],1610612746.0,LAC,pullup,,,Leonard,K. Leonard,,,,,Mid-Range,8-16 Right,13.0,Missed,,,,,,,,,,,,,,,,,,
575,PT05M59.00S,2023-01-09T04:03:27.0Z,4,REGULAR,rebound,offensive,[],1629611,,,1610612746,102,94,2023-01-09T04:03:41Z,5680000,False,,,0,,T. Mann REBOUND (Off:6 Def:1),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,Mid-Range,8-16 Right,,,,,574.0,7.0,1.0,6.0,,,,,,,,,,,,
577,PT05M58.00S,2023-01-09T04:03:27.9Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629650,6.093955321944804,49.01960784313726,1610612746,102,94,2023-01-09T04:03:46Z,5700000,False,5.0,5.0,1,left,MISS M. Brown DUNK - blocked,"[1629650, 1628381]",1610612746.0,LAC,,,,Brown,M. Brown,,,,,Restricted Area,0-8 Center,0.69,Missed,Collins,1628381.0,,,,,,,,,,,,,,,,
578,PT05M58.00S,2023-01-09T04:03:27.9Z,4,REGULAR,block,,[],1628381,,,1610612746,102,94,2023-01-09T04:03:33Z,5710000,False,,,0,,J. Collins BLOCK (3 BLK),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
579,PT05M57.00S,2023-01-09T04:03:28.9Z,4,REGULAR,rebound,offensive,[],1629650,,,1610612746,102,94,2023-01-09T04:03:46Z,5720000,False,,,0,,M. Brown REBOUND (Off:2 Def:8),[1629650],1610612746.0,LAC,,,,Brown,M. Brown,,,,,Restricted Area,0-8 Center,,,,,577.0,10.0,8.0,2.0,,,,,,,,,,,,
580,PT05M57.00S,2023-01-09T04:03:41.6Z,4,REGULAR,foul,personal,['2freethrow'],1630168,,,1610612746,102,94,2023-01-09T04:03:48Z,5730000,False,,,0,,O. Okongwu shooting personal FOUL (4 PF) (Brown 2 FT),"[1630168, 1629650]",1610612737.0,ATL,shooting,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,2882.0,4.0,0.0,Brown,1629650.0
582,PT05M57.00S,2023-01-09T04:04:10.5Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1629650,,,1610612746,102,94,2023-01-09T04:04:28Z,5750000,False,,,0,,MISS M. Brown Free Throw 1 of 2,[1629650],1610612746.0,LAC,,,,Brown,M. Brown,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
583,PT05M57.00S,2023-01-09T04:04:10.5Z,4,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612746,102,94,2023-01-09T04:04:28Z,5760000,False,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,,,582.0,,,,,,,,,,,,,,,
584,PT05M57.00S,2023-01-09T04:04:10.5Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1629650,,,1610612746,102,94,2023-01-09T04:04:28Z,5770000,False,,,0,,MISS M. Brown Free Throw 2 of 2,[1629650],1610612746.0,LAC,,,,Brown,M. Brown,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
